"sno_student","type","questionnaire","school","sno_questionnaire","sno_statement","sno_segment","sno","statement_first","statement_unique","statement_coded_multiple","age","gender","school_grade","consent_given","what_subjects_listed","what follow-up statenents given","coding_round_1_coder_1","coding_round_1_coder_2","coding_round_1_final_coding","coding_round_1_coder_agreement","coding_round_2_coder_1","coding_round_2_coder_2","coding_round_2_final_coding","coding_round_2_coder_agreement","coding_round_3_coder_1_answer_1","coding_round_3_coder_1_answer_2","coding_round_3_coder_1_answer_3","coding_round_3_coder_1_answer_4","coding_round_3_coder_2_answer_1","coding_round_3_coder_2_answer_2","coding_round_3_coder_2_answer_3","coding_round_3_coder_2_answer_4","coding_round_3_coder_agreement","coding_round_3_final_coding_overall","coding_round_3_final_coding_separate","coding_round_4.1_coder_1_answer_1","coding_round_4.1_coder_1_answer_2","coding_round_4.1_coder_1_answer_3","coding_round_4.1_coder_2_answer_1","coding_round_4.1_coder_2_answer_2","coding_round_4.1_coder_2_answer_3","coding_round_4.1_coder_agreement","coding_round_4.1_final_coding_overall","coding_round_4.1_final_coding_separate","coding_round_4.2_coder_1_answer_1","coding_round_4.2_coder_1_answer_2","coding_round_4.2_coder_2_answer_1","coding_round_4.2_coder_2_answer_2","coding_round_4.2_coder_agreement","coding_round_4.2_final_coding_overall","coding_round_4.2_final_coding_separate","comment","additional comment","subjects.confidence","subjects.demotivation","subjects.motivation","subjects.unconfidence","biology_c","biology_d","biology_m","biology_u","chemistry_c","chemistry_d","chemistry_m","chemistry_u","english_c","english_d","english_m","english_u","entrepreneurship_c","entrepreneurship_d","entrepreneurship_m","entrepreneurship_u","french_c","french_d","french_m","french_u","geography_c","geography_d","geography_m","geography_u","history_c","history_d","history_m","history_u","ict_c","ict_d","ict_m","ict_u","kinyarwanda_c","kinyarwanda_d","kinyarwanda_m","kinyarwanda_u","kiswahili_c","kiswahili_d","kiswahili_m","kiswahili_u","literature_c","literature_d","literature_m","literature_u","mathematics_c","mathematics_d","mathematics_m","mathematics_u","physics_c","physics_d","physics_m","physics_u","religion_c","religion_d","religion_m","religion_u","sports_c","sports_d","sports_m","sports_u","mathematics_grades","physics_grades","chemistry_grades","biology_grades","kinyarwanda_grades","english_grades","geography_grades","history_grades","entrepreneurship_grades","ict_grades","religion_grades","french_grades","kiswahili_grades","literature_grades","library.and.clubs_grades","sports_grades"
2,"demotivation","demotivation","B","M64","Md64_1","Md64_1_1","MOTIVATION264_1","yes","yes","yes",15,"Female","1","Yes","Ntayo",NA,"Yes","Yes","yes","AGREEMENT","Demotivation","Demotivation","demotivation","AGREEMENT","DIFFERENT","ABILITY",NA,NA,"DIFFERENT","ABILITY",NA,NA,"AGREEMENT","ABILITY/ DIFFERENT","ABILITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ability",NA,NA,"English","Ntayo","","",0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.442,0.402,0.404,0.365,0.411,0.32,0.472,0.333,0.513,0.496,0.525,0.617,0.496,0.525,0.483,0.7
2,"demotivation","demotivation","B","M64","Md64_1","Md64_1_2","MOTIVATION264_1","no","no",NA,15,"Female","1","Yes","Ntayo",NA,"Yes","Yes","yes","AGREEMENT","Demotivation","Demotivation","demotivation","AGREEMENT","DIFFERENT","ABILITY",NA,NA,"DIFFERENT","ABILITY",NA,NA,"AGREEMENT","ABILITY/ DIFFERENT","DIFFERENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOURCE",NA,"SOURCE",NA,"AGREEMENT","SOURCE","source",NA,"PERSONAL PROBLEMS","English","Ntayo","","",0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.442,0.402,0.404,0.365,0.411,0.32,0.472,0.333,0.513,0.496,0.525,0.617,0.496,0.525,0.483,0.7
2,"demotivation","demotivation","B","M64","Md64_2","Md64_2_1","MOTIVATION264_2","no","yes","no",15,"Female","1","Yes","Ntayo",NA,"Yes","Yes","yes","AGREEMENT","Demotivation","Demotivation","demotivation","AGREEMENT","DIFFERENT",NA,NA,NA,"ABILITY",NA,NA,NA,"CODER 1","DIFFERENT","DIFFERENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOURCE",NA,"SOURCE",NA,"AGREEMENT","SOURCE","source",NA,"STUDY HABITS","English","Ntayo","","",0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.442,0.402,0.404,0.365,0.411,0.32,0.472,0.333,0.513,0.496,0.525,0.617,0.496,0.525,0.483,0.7
2,"demotivation","demotivation","B","M64","Md64_3","Md64_3_1","MOTIVATION264_3","no","yes","no",15,"Female","1","Yes","Ntayo",NA,"Yes","Yes","yes","AGREEMENT","Demotivation","Demotivation","demotivation","AGREEMENT","UTILITY",NA,NA,NA,"ATTAINMENT",NA,NA,NA,"CODER 1","UTILITY","UTILITY","USELESS",NA,NA,"USELESS",NA,NA,"AGREEMENT","USELESS","USELESS",NA,NA,NA,NA,NA,NA,"value/utility/useless",NA,NA,"English","Ntayo","","",0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.442,0.402,0.404,0.365,0.411,0.32,0.472,0.333,0.513,0.496,0.525,0.617,0.496,0.525,0.483,0.7
2,"demotivation","demotivation","B","M64","Md64_4","Md64_4_1","MOTIVATION264_4","no","yes","no",15,"Female","1","Yes","Ntayo",NA,"Yes","Yes","yes","AGREEMENT","Demotivation","Demotivation","demotivation","AGREEMENT","ATTAINMENT",NA,NA,NA,"DIFFERENT",NA,NA,NA,"NONE","UTILITY","UTILITY","USELESS",NA,NA,"USELESS",NA,NA,"AGREEMENT","USELESS","USELESS",NA,NA,NA,NA,NA,NA,"value/utility/useless",NA,NA,"English","Ntayo","","",0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.442,0.402,0.404,0.365,0.411,0.32,0.472,0.333,0.513,0.496,0.525,0.617,0.496,0.525,0.483,0.7
3,NA,"motivation","B","M95","Mm95_1","Mm95_1_1","MOTIVATION395_1","yes","yes","no",12,"Male","1","Yes","Chemistry,Biology",NA,"No","No","no","AGREEMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Chemistry,Biology","Physics,Mathematics",NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,0.3,0.3,0.517,0.454,0.35,0.297,0.386,0.397,0.45,0.55,0.467,0.392,0.275,0.683,0.5,0.933
3,"motivation","motivation","B","M95","Mm95_10","Mm95_10_1","MOTIVATION395_10","no","yes","no",12,"Male","1","Yes","Chemistry,Biology",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","GOALS",NA,NA,NA,"DIFFERENT",NA,NA,NA,"CODER 1","GOALS","GOALS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"value/utility/school utility","CHANGED LATER",NA,"","","Chemistry,Biology","Physics,Mathematics",NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,0.3,0.3,0.517,0.454,0.35,0.297,0.386,0.397,0.45,0.55,0.467,0.392,0.275,0.683,0.5,0.933
3,"motivation","motivation","B","M95","Mm95_2","Mm95_2_1","MOTIVATION395_2","no","yes","no",12,"Male","1","Yes","Chemistry,Biology",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","DIFFERENT",NA,NA,NA,"DIFFERENT",NA,NA,NA,"AGREEMENT","DIFFERENT","DIFFERENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONSEQUENCE",NA,"CONSEQUENCE",NA,"AGREEMENT","CONSEQUENCE","consequence",NA,"MOTIVATION","","","Chemistry,Biology","Physics,Mathematics",NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,0.3,0.3,0.517,0.454,0.35,0.297,0.386,0.397,0.45,0.55,0.467,0.392,0.275,0.683,0.5,0.933
3,"motivation","motivation","B","M95","Mm95_3","Mm95_3_1","MOTIVATION395_3","no","yes","no",12,"Male","1","Yes","Chemistry,Biology",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","GOALS",NA,NA,NA,"DIFFERENT",NA,NA,NA,"CODER 1","GOALS","GOALS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"value/utility/learning utility","CHANGED LATER",NA,"","","Chemistry,Biology","Physics,Mathematics",NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,0.3,0.3,0.517,0.454,0.35,0.297,0.386,0.397,0.45,0.55,0.467,0.392,0.275,0.683,0.5,0.933
3,"motivation","motivation","B","M95","Mm95_4","Mm95_4_1","MOTIVATION395_4","no","yes","no",12,"Male","1","Yes","Chemistry,Biology",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","GOALS",NA,NA,NA,"DIFFERENT",NA,NA,NA,"CODER 1","GOALS","GOALS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"value/utility/school utility","CHANGED LATER",NA,"","","Chemistry,Biology","Physics,Mathematics",NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,0.3,0.3,0.517,0.454,0.35,0.297,0.386,0.397,0.45,0.55,0.467,0.392,0.275,0.683,0.5,0.933
3,"motivation","motivation","B","M95","Mm95_5","Mm95_5_1","MOTIVATION395_5","no","yes","no",12,"Male","1","Yes","Chemistry,Biology",NA,"Yes","No","yes","CODER 1","Motivation","Motivation","motivation","AGREEMENT","GOALS",NA,NA,NA,"DIFFERENT",NA,NA,NA,"CODER 1","GOALS","GOALS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"value/utility/school utility","CHANGED LATER",NA,"","","Chemistry,Biology","Physics,Mathematics",NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,0.3,0.3,0.517,0.454,0.35,0.297,0.386,0.397,0.45,0.55,0.467,0.392,0.275,0.683,0.5,0.933
3,"motivation","motivation","B","M95","Mm95_6","Mm95_6_1","MOTIVATION395_6","no","yes","yes",12,"Male","1","Yes","Chemistry,Biology",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","POSITIVE",NA,NA,NA,"POSITIVE",NA,NA,NA,"AGREEMENT","POSITIVE","POSITIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"value/positive",NA,NA,"","","Chemistry,Biology","Physics,Mathematics",NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,0.3,0.3,0.517,0.454,0.35,0.297,0.386,0.397,0.45,0.55,0.467,0.392,0.275,0.683,0.5,0.933
3,"motivation","motivation","B","M95","Mm95_6","Mm95_6_2","MOTIVATION395_6","no","no",NA,12,"Male","1","Yes","Chemistry,Biology",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","POSITIVE",NA,NA,NA,"POSITIVE",NA,NA,NA,"AGREEMENT","POSITIVE","POSITIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"value/positive",NA,NA,"","","Chemistry,Biology","Physics,Mathematics",NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,0.3,0.3,0.517,0.454,0.35,0.297,0.386,0.397,0.45,0.55,0.467,0.392,0.275,0.683,0.5,0.933
3,"motivation","motivation","B","M95","Mm95_7","Mm95_7_1","MOTIVATION395_7","no","yes","no",12,"Male","1","Yes","Chemistry,Biology",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","GOALS",NA,NA,NA,"UTILITY",NA,NA,NA,"CODER 1","GOALS","GOALS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"value/utility/learning utility","CHANGED LATER",NA,"","","Chemistry,Biology","Physics,Mathematics",NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,0.3,0.3,0.517,0.454,0.35,0.297,0.386,0.397,0.45,0.55,0.467,0.392,0.275,0.683,0.5,0.933
